email,genero,nivel_interes
ybueno@example.com,Documental,3
ybueno@example.com,Thriller,3
elvira75@example.com,Accion,5
elvira75@example.com,Fantasia,2
elvira75@example.com,Deportes,3
elvira75@example.com,Thriller,2
elvira75@example.com,Terror,4
rolando79@example.net,Romance,4
rolando79@example.net,Misterio,5
sandra88@example.com,Romance,1
sandra88@example.com,Animacion,1
sandra88@example.com,Terror,1
sandra88@example.com,Aventura,2
raulperalta@example.org,Thriller,3
raulperalta@example.org,Accion,5
velazquezjose-maria@example.com,Accion,4
velazquezjose-maria@example.com,Thriller,5
velazquezjose-maria@example.com,Comedia,5
velazquezjose-maria@example.com,Deportes,3
jacintomontemayor@example.com,Thriller,4
jacintomontemayor@example.com,Deportes,5
jacintomontemayor@example.com,Comedia,1
jacintomontemayor@example.com,Documental,3
modesto72@example.org,Animacion,3
modesto72@example.org,Historia,5
modesto72@example.org,Thriller,2
modesto72@example.org,Comedia,3
modesto72@example.org,Misterio,5
sessasegura@example.org,Comedia,3
sessasegura@example.org,Musical,4
penadavid@example.com,Thriller,1
penadavid@example.com,Misterio,4
penadavid@example.com,Comedia,5
penadavid@example.com,Musical,4
ualtamirano@example.com,Accion,1
ualtamirano@example.com,Deportes,1
ualtamirano@example.com,Thriller,5
ualtamirano@example.com,Aventura,4
ualtamirano@example.com,Fantasia,5
casasnayeli@example.org,Historia,1
casasnayeli@example.org,Terror,1
anaranjo@example.net,Aventura,4
anaranjo@example.net,Terror,5
anaranjo@example.net,Fantasia,4
anaranjo@example.net,Comedia,3
anaranjo@example.net,Romance,2
geronimosuarez@example.org,Romance,5
geronimosuarez@example.org,Historia,2
geronimosuarez@example.org,Comedia,2
geronimosuarez@example.org,Thriller,4
saenzelisa@example.org,Comedia,2
saenzelisa@example.org,Ciencia Ficcion,1
saenzelisa@example.org,Thriller,2
saenzelisa@example.org,Drama,3
victorcardenas@example.org,Documental,2
victorcardenas@example.org,Aventura,3
victorcardenas@example.org,Terror,4
victorcardenas@example.org,Fantasia,2
fmadrigal@example.org,Romance,3
fmadrigal@example.org,Accion,1
fmadrigal@example.org,Terror,2
fmadrigal@example.org,Musical,4
vresendez@example.com,Deportes,1
vresendez@example.com,Terror,3
vresendez@example.com,Accion,4
pornelas@example.com,Misterio,5
pornelas@example.com,Comedia,1
pornelas@example.com,Drama,4
rolandorobledo@example.net,Animacion,4
rolandorobledo@example.net,Historia,3
rolandorobledo@example.net,Terror,2
rolandorobledo@example.net,Musical,3
gescamilla@example.org,Fantasia,5
gescamilla@example.org,Accion,1
gescamilla@example.org,Comedia,5
valentinpamela@example.net,Terror,5
valentinpamela@example.net,Thriller,1
valentinpamela@example.net,Deportes,5
avaloscecilia@example.net,Terror,5
avaloscecilia@example.net,Aventura,4
zamorafrancisco-javier@example.net,Deportes,1
zamorafrancisco-javier@example.net,Misterio,2
zamorafrancisco-javier@example.net,Documental,2
zamorafrancisco-javier@example.net,Animacion,3
zamorafrancisco-javier@example.net,Accion,3
yuridiavillagomez@example.com,Thriller,3
yuridiavillagomez@example.com,Documental,5
yuridiavillagomez@example.com,Fantasia,3
yuridiavillagomez@example.com,Misterio,5
juan-carlos01@example.net,Musical,3
juan-carlos01@example.net,Thriller,5
juan-carlos01@example.net,Romance,1
juan-carlos01@example.net,Ciencia Ficcion,3
emilio29@example.org,Accion,3
emilio29@example.org,Comedia,4
emilio29@example.org,Ciencia Ficcion,5
emilio29@example.org,Aventura,1
emilio29@example.org,Animacion,4
merinoabelardo@example.net,Aventura,3
merinoabelardo@example.net,Misterio,2
peraltacamila@example.com,Aventura,5
peraltacamila@example.com,Comedia,3
peraltacamila@example.com,Romance,5
olgaverduzco@example.net,Romance,1
olgaverduzco@example.net,Historia,4
olgaverduzco@example.net,Drama,1
olgaverduzco@example.net,Fantasia,3
olgaverduzco@example.net,Thriller,1
gerardode-la-garza@example.com,Fantasia,1
gerardode-la-garza@example.com,Thriller,5
gerardode-la-garza@example.com,Romance,3
silvia83@example.net,Ciencia Ficcion,3
silvia83@example.net,Aventura,5
silvia83@example.net,Accion,5
silvia83@example.net,Misterio,3
silvia83@example.net,Romance,2
acervantez@example.org,Deportes,3
acervantez@example.org,Drama,1
acervantez@example.org,Misterio,2
acervantez@example.org,Romance,1
acervantez@example.org,Comedia,2
gomezeugenio@example.net,Aventura,3
gomezeugenio@example.net,Romance,1
gomezeugenio@example.net,Deportes,1
mariolimon@example.net,Comedia,1
mariolimon@example.net,Deportes,1
mariolimon@example.net,Accion,5
ksantacruz@example.com,Thriller,5
ksantacruz@example.com,Drama,5
ksantacruz@example.com,Fantasia,3
isaacrico@example.com,Musical,4
isaacrico@example.com,Romance,3
isaacrico@example.com,Ciencia Ficcion,1
maresmaria-luisa@example.net,Documental,3
maresmaria-luisa@example.net,Terror,2
maresmaria-luisa@example.net,Ciencia Ficcion,4
maresmaria-luisa@example.net,Deportes,4
romerogilberto@example.org,Drama,3
romerogilberto@example.org,Aventura,3
romerogilberto@example.org,Ciencia Ficcion,5
benavidespablo@example.org,Accion,4
benavidespablo@example.org,Musical,5
ramirosalcido@example.net,Musical,1
ramirosalcido@example.net,Drama,4
ramirosalcido@example.net,Accion,5
maria-elenavillanueva@example.com,Drama,2
maria-elenavillanueva@example.com,Fantasia,5
maria-elenavillanueva@example.com,Accion,3
baezahilda@example.org,Thriller,2
baezahilda@example.org,Deportes,2
jaqueline93@example.org,Misterio,3
jaqueline93@example.org,Drama,5
jaqueline93@example.org,Historia,1
jaqueline93@example.org,Comedia,5
jaqueline93@example.org,Documental,4
galvezjose-eduardo@example.net,Thriller,3
galvezjose-eduardo@example.net,Documental,1
galvezjose-eduardo@example.net,Fantasia,5
